tconst,directors,writers
tt1886663,nm4408957,"nm3778677,nm3435209"
tt1886680,nm2346801,"nm2209384,nm2346801"
tt1886693,nm1559043,"nm1978109,nm1559043"
tt1886740,nm0380097,"nm0084244,nm1424631,nm0380097"
tt1886744,nm1849891,nm2772668
tt1886755,nm3044862,nm1812016
tt1886762,nm2008714,"nm4410100,nm2008714,nm2042468"
tt1886763,nm4409304,nm4409306
tt1886770,nm1506642,nm1506642
tt1887655,nm4410620,nm4411139
tt1887669,nm0586399,"nm0586399,nm2944301"
tt1887671,nm2896395,nm2896395
tt1887676,nm0069279,nm3247404
tt1887677,nm4411334,nm4411334
tt1887679,nm2489801,\N
tt1887702,nm2559763,\N
tt1887710,\N,nm1948790
tt1887713,nm4301099,nm4301099
tt1887731,nm0251528,nm0251528
tt1887746,nm1757096,"nm1757096,nm2931649"
tt1887748,nm3515949,nm1901219
tt1887763,nm0080333,"nm1781121,nm1004422,nm8661566"
tt1887776,nm3049055,nm3049055
tt1887784,nm1637806,nm1270457
tt1887785,nm0544305,"nm3050900,nm0544305"
tt1887795,nm3341086,nm3341086
tt1887796,nm1150121,nm3381565
tt1887806,nm4195604,nm2621046
tt1887807,nm4410767,\N
tt1887817,nm1231581,nm1231581
tt1887818,nm0883769,nm0883769
tt1887820,nm4411141,"nm3818786,nm4411098,nm4411141,nm4410924"
tt1887852,nm2472109,\N
tt1887899,nm0427162,\N
tt1887907,nm4107453,"nm4107453,nm4411069"
tt1887919,"nm4411325,nm0622150","nm4411325,nm0622149,nm0622150"
tt1887923,nm1046566,"nm1046566,nm0794687,nm1822604"
tt1887931,nm3080127,"nm3080127,nm3231538"
tt1887935,nm1204407,"nm0452190,nm0590503,nm0670655"
tt1887936,nm3565630,"nm3565630,nm4411564"
tt1887945,nm2800789,"nm2800789,nm4461717"
tt1887955,nm0946995,"nm4410639,nm4411428"
tt1888516,nm0376301,nm0376301
tt1888554,nm0737236,nm3042511
tt1888613,nm1271176,nm1271176
tt1888618,nm0945449,\N
tt1889440,nm0419680,"nm1665004,nm1894520"
tt1890342,nm1875599,nm1875599
tt1890363,nm1892252,"nm1892252,nm1888204"
tt1890370,nm1110394,nm1110394
tt1890373,nm1177494,nm1177494
tt1890375,nm1125745,"nm1812267,nm1125745,nm3733407"
tt1890377,nm0491708,"nm0491708,nm2131687"
tt1890383,"nm4414980,nm4415168","nm4414980,nm4415168,nm4858407"
tt1890391,nm1503559,"nm1512926,nm1503559,nm0741834"
tt1890403,nm1536123,nm3167391
tt1890415,nm0054280,"nm4414679,nm0054280,nm1215228,nm3267938"
tt1890417,nm2003820,"nm4415263,nm2003820"
tt1890433,"nm4414364,nm4414336",\N
tt1890445,nm1135184,nm0218934
tt1890448,nm1637915,nm4414261
tt1890455,nm1407430,"nm1125564,nm1407430"
tt1890465,nm2767192,nm2767192
tt1890472,nm2796318,nm2796318
tt1890484,nm4414819,nm4414346
tt1890485,nm2712648,nm2712648
tt1890486,nm1667551,nm1667551
tt1890493,nm2050878,"nm2056772,nm2270180,nm2050878"
tt1890495,nm2323361,nm2323361
tt1890502,"nm1166409,nm4413075",\N
tt1890512,nm4415256,"nm4415256,nm4414594"
tt1890513,nm4415009,"nm4414872,nm4415009,nm2390228,nm4217565,nm4415007"
tt1890546,nm3454770,nm4415194
tt1890550,nm4249010,nm4249010
tt1890559,nm1531261,nm1531261
tt1890578,nm1968783,nm1968783
tt1891740,"nm1441432,nm1393967,nm3689536,nm3780517","nm3780517,nm3689536,nm1441432,nm1393967"
tt1891742,\N,\N
tt1891747,nm1967210,"nm4672106,nm2650522,nm1967210"
tt1891750,nm0845406,nm4160160
tt1891755,nm3442103,"nm3442103,nm0270897,nm3597547,nm4525514,nm3443753"
tt1891757,nm2716176,nm2716176
tt1891766,nm0042805,"nm0042805,nm3659919"
tt1891769,nm0481451,"nm7527284,nm0481451,nm1109893,nm1315809"
tt1891770,nm1085552,nm1085552
tt1891788,nm0162668,"nm7534565,nm0162668,nm0309979,nm4541630"
tt1891790,nm4107453,"nm4139735,nm4420020"
tt1891806,nm0259847,nm0259847
tt1891825,nm4415855,\N
tt1891832,nm2207092,nm2207092
tt1891845,nm4421810,"nm5333035,nm1552196"
tt1891884,nm0527453,"nm1802449,nm2980183"
tt1891885,nm0723172,nm0518350
tt1891892,nm0530975,nm0530975
tt1891894,nm0887473,nm0887473
tt1891901,nm4419884,nm4415710
tt1891905,nm4756103,nm4459508
tt1891915,nm0073791,\N
tt1891917,"nm5802993,nm6817055",nm6817106
tt1891923,nm0935352,"nm1183860,nm0935352,nm6380049"
tt1891933,nm0698184,"nm3742134,nm0698184"
tt1891939,nm3659739,"nm2872512,nm6687556,nm6687949,nm2077429"
tt1891942,nm0394756,"nm3033686,nm0394756"
tt1891956,nm1204130,nm1204130
tt1891968,nm1950061,nm1950061
tt1891970,nm3435104,"nm3435104,nm2219278"
tt1891974,nm0586281,"nm3464902,nm4525917,nm0847735"
tt1891975,\N,\N
tt1891976,\N,\N
tt1891979,nm1636733,nm1636766
tt1893186,"nm1729481,nm1682917","nm1729481,nm1682917"
tt1893195,nm1356588,"nm3560629,nm0149035,nm1272760,nm1576832"
tt1893237,nm4138221,\N
tt1893241,nm1368482,nm1368482
tt1893256,nm1140275,nm1140275
tt1893261,nm0043109,"nm0043109,nm4873993"
tt1893269,nm1405022,"nm1761857,nm1405022"
tt1893277,nm2576051,"nm0588110,nm3220732,nm1475442"
tt1893278,nm3826767,nm3826767
tt1893326,nm0585738,nm0585738
tt1893336,nm4415644,nm4415644
tt1893364,nm2422909,nm2422909
tt1893365,nm1956855,"nm1956855,nm4417736"
tt1893371,nm1823279,"nm0683609,nm4417863"
tt1893387,nm3397738,\N
tt1893409,nm4418028,nm4418344
tt1893415,nm4396943,"nm4396943,nm4396908"
tt1894416,"nm0688653,nm1124595,nm0463495,nm2456811,nm0951418,nm5637040","nm0546394,nm2456811,nm0688653,nm1979282,nm5637040,nm0951418"
tt1894458,"nm4613420,nm3025186,nm2672542,nm3456730,nm1755054,nm3763513,nm4588192","nm3025384,nm2672542,nm4588192,nm4601492,nm3456730,nm1755054,nm4602860,nm4613420"
tt1894474,nm0383855,"nm4620914,nm0383855,nm4418990"
tt1894476,nm0531817,"nm4424079,nm0110591,nm4696885,nm0342617,nm2113666"
tt1894486,nm0328520,"nm1197348,nm0328520,nm3688519,nm7178096"
tt1894487,nm0723818,"nm0723818,nm0834140"
tt1894497,nm2053922,nm2053922
tt1894518,nm1570098,\N
tt1894537,nm2868833,"nm2868833,nm1847857,nm2869022,nm4696054"
tt1894561,nm1726262,"nm1726262,nm0088478"
tt1894616,nm2057567,nm2057567
tt1894622,nm1581380,nm1581380
tt1895294,nm4142119,nm4142119
tt1895315,nm0465551,nm0465551
tt1895332,nm4420917,"nm2751158,nm4420917"
tt1895342,nm2039325,"nm2039325,nm1319988"
tt1895369,nm3494981,nm3494981
tt1895373,nm0514915,"nm1660257,nm0514915"
tt1895398,"nm3174449,nm1802019","nm1802019,nm3174449"
tt1895408,"nm1548697,nm3115007","nm1548697,nm3115007"
tt1895410,nm3113346,nm4854021
tt1895416,nm4420574,nm4420574
tt1895438,nm0481121,nm0481121
tt1895466,nm0594198,"nm0594198,nm2067018,nm4290702"
tt1895476,nm4420679,nm0315916
tt1895483,nm2050149,"nm0295362,nm3417373,nm2251409"
tt1895484,nm0548159,nm0548159
tt1895486,nm2777774,nm2777774
tt1895511,nm0738001,"nm3064094,nm0738001"
tt1895517,nm1531958,"nm2765302,nm1531958,nm0577754"
tt1895545,nm3268959,nm3268959
tt1895587,nm0565336,"nm1802857,nm0565336"
tt1895591,nm3311776,nm3311776
tt1895594,nm0595586,nm0595586
tt1895598,nm4420964,nm4420964
tt1896753,nm0442905,"nm0051760,nm0442905"
tt1896767,nm1252635,nm4421929
tt1896781,nm4421520,"nm4421520,nm2366632,nm4421559"
tt1896785,nm3806890,nm3806890
tt1896788,nm0409561,"nm0158967,nm0494355,nm0409561"
tt1896815,nm1118659,\N
tt1896818,nm3417987,nm3417987
tt1897939,nm0960244,"nm0248208,nm0960244"
tt1897941,nm2911203,nm2911203
tt1897945,nm4422247,nm4422247
tt1897947,nm0401657,nm0401657
tt1897949,nm0476206,"nm0476206,nm0476207"
tt1897962,nm1536498,nm1536498
tt1897976,nm4422394,nm4422394
tt1899100,nm3241286,nm3256283
tt1899107,nm4423631,"nm4423631,nm4423011"
tt1899109,nm4444692,nm4444692
tt1899117,nm1504996,"nm1504996,nm3585150"
tt1899121,nm2202688,nm2202688
tt1899142,nm0130714,"nm0130714,nm0599413,nm2268479"
tt1899147,nm0660453,nm0559105
tt1899175,nm4423730,nm4423730
tt1899186,nm0135482,"nm0135482,nm2292528"
tt1899193,nm4423287,\N
tt1899224,nm0586389,\N
tt1899240,nm0293822,"nm0032557,nm1689473,nm0293822,nm1596318,nm2041304"
tt1899241,nm4424310,nm4424310
tt1899246,"nm4423851,nm4424122","nm4423851,nm4424122"
tt1899270,nm0110300,"nm0110300,nm0897095"
tt1899274,nm1122650,nm1122650
tt1899284,nm4424416,nm4424416
tt1899285,nm0553379,"nm0542066,nm0553379,nm3211412,nm4423597"
tt1899294,nm0901911,nm0901911
tt1899305,nm0646391,"nm1125952,nm0646391"
tt1899311,nm1871594,"nm4424043,nm1871594"
tt1899324,nm0025640,nm0025640
tt1899331,nm4305703,nm4305703
tt1899341,nm3894946,"nm4424232,nm3894946"
tt1899342,nm4118651,"nm4423914,nm4423884"
tt1899353,nm2153088,nm2153088
tt1899354,nm1389277,nm1389277
tt1900817,nm1761677,"nm1761677,nm1922788"
tt1900826,nm4425251,nm4425251
tt1900841,nm4425589,nm4425589
tt1900854,nm2868171,nm2868171
tt1900856,nm1615914,"nm1615914,nm0329825,nm0346677,nm4592701,nm0171528"
tt1900858,nm1634761,\N
tt1900886,nm0156432,"nm0156432,nm3332524"
tt1900891,nm3029976,nm3029976
tt1900893,nm0814469,"nm1136150,nm0814469"
tt1900900,nm1329518,"nm1329518,nm4425278"
tt1900908,nm1481851,nm1481851
tt1900920,nm0692530,"nm0692530,nm1087375,nm1802895,nm4436755"
tt1900924,nm6899285,"nm3437871,nm6899285,nm2592035"
tt1900937,"nm2244634,nm4425804","nm1977727,nm2247101,nm2937417"
tt1900946,nm1645818,nm1645818
tt1900950,"nm3561473,nm3809423",\N
tt1900952,\N,\N
tt1900958,nm4415855,nm4415855
tt1900959,nm0223664,"nm0223664,nm7990156,nm3560396"
tt1900960,nm1378916,nm1378916
tt1900965,nm4425491,nm4425491
tt1900967,nm1435481,nm1438682
tt1900977,nm2141973,nm2258249
tt1900999,nm4046100,nm4046100
tt1901004,nm0216016,"nm0048273,nm0216016"
tt1901024,nm3189793,"nm2970418,nm0110591"
tt1901030,nm2530139,"nm1211334,nm0261823"
tt1901033,nm0879513,"nm0440256,nm1403017"
tt1901034,nm3685415,"nm3678602,nm4617286,nm4609127,nm3214012,nm3685415,nm2411206"
tt1901040,nm1189197,nm1189197
tt1901041,nm4425117,\N
tt1904833,"nm3066240,nm3065430",nm3065430
tt1904835,nm0122184,"nm0122184,nm4950196"
tt1904841,nm1417275,nm1417275
tt1904861,"nm1459905,nm1459445","nm1459445,nm1459905"
tt1904875,nm3221483,"nm4459693,nm4083927"
tt1904886,nm1343471,"nm2279175,nm0200350,nm1343471"
tt1904887,nm0198059,nm0198059
tt1904889,nm2937097,nm2937097
tt1904899,nm1253429,nm1253429
tt1904929,nm0812862,"nm0502859,nm0678499,nm0812862"
tt1904931,nm0548591,nm0548591
tt1904937,nm2213511,"nm2472678,nm3737671,nm4525917"
tt1904984,nm0881178,"nm0881178,nm4600075"
tt1904995,nm1641963,nm2850302
tt1904996,nm0000431,"nm0572352,nm0922799"
tt1905000,nm0946019,\N
tt1905003,nm0841291,nm0841291
tt1905005,nm1500325,nm1500325
tt1905010,nm2207776,\N
tt1905040,nm0001317,nm1704969
tt1905041,nm0510912,"nm0604555,nm0860155"
tt1905042,nm0142286,"nm0142286,nm4426504"
tt1905047,nm1180848,nm6562448
tt1905052,"nm3529653,nm0003894","nm3529653,nm0003894"
tt1905053,nm3335753,nm3335753
tt1905059,nm0453411,nm0453411
tt1905071,nm0784008,nm0784008
tt1905076,nm2008179,"nm3217969,nm4426301,nm2784289,nm1022181"
tt1905085,nm1747436,"nm1747436,nm2360791"
tt1905098,nm1323010,nm1323010
tt1906327,nm1729119,nm1729119
tt1906329,nm0562470,"nm2579445,nm1552063"
tt1906338,nm4426962,nm4426962
tt1906344,nm2039919,"nm2039919,nm3188364"
tt1906347,nm0094726,"nm0755389,nm0094726"
tt1906351,nm4439495,"nm4439495,nm4806169,nm4792345,nm4107902"
tt1906353,nm0500988,nm0500988
tt1906355,nm4463734,"nm1075995,nm4463633,nm4599252,nm1760977"
tt1906381,nm0003907,nm0525701
tt1906384,nm0038475,"nm1169207,nm0038475"
tt1906386,nm0950361,"nm4427695,nm0950361,nm4215675"
tt1906393,nm0188173,"nm2854099,nm0188173"
tt1906396,nm1475034,"nm0314783,nm0518660"
tt1906398,nm0482893,"nm1284318,nm0482893"
tt1906418,nm2365995,nm4608324
tt1906422,nm3941888,"nm3941888,nm3924556"
tt1906425,nm4456889,"nm4456986,nm0605583,nm4456889"
tt1906426,"nm0772207,nm0720241",nm0772207
tt1906440,nm1672027,"nm4427954,nm1672027"
tt1906443,nm0036977,nm0036977
tt1906446,nm0146760,"nm0146760,nm0512071"
tt1906452,nm3250162,nm3250162
tt1906453,nm0363034,"nm0363034,nm0766360"
tt1906456,"nm0044835,nm1283186",\N
tt1906468,nm1983138,nm1983138
tt1906470,nm4488446,nm4488446
tt1906471,nm4441810,"nm4441815,nm4598888,nm4605579"
tt1906474,nm4431337,nm0371671
tt1906507,nm1760800,nm1414840
tt1906511,nm1086077,nm1086077
tt1906518,nm2260801,\N
tt1907596,nm7220102,nm2080637
tt1907607,"nm1033244,nm0811657",nm4428325
tt1907614,nm1865890,nm1865890
tt1907622,nm0946019,\N
tt1907628,nm0127015,"nm0127015,nm0369383"
tt1907632,nm3705424,nm3705424
tt1907639,nm3172831,"nm4194449,nm3172831"
tt1907657,nm4428749,nm2709379
tt1907660,nm1552541,"nm3034399,nm3996936"
tt1907668,nm0000709,nm0309691
tt1907680,nm0999225,"nm4428800,nm4428309,nm5244740,nm0999225"
tt1907686,nm0141443,"nm0141443,nm1676035"
tt1907688,nm3267498,nm0007110
tt1907696,"nm0447842,nm2481163","nm4428609,nm2617145"
tt1907699,"nm4428222,nm4427689",\N
tt1907707,nm1068020,"nm1068020,nm3394265"
tt1907717,nm1523673,"nm0151013,nm3221887,nm0874683"
tt1907721,nm2072022,nm1631881
tt1907722,nm0826579,nm0826579
tt1907730,nm0373117,"nm2747088,nm0368016"
tt1907731,nm1735543,"nm2501633,nm1735543"
tt1907743,nm2424899,nm2424899
tt1907758,nm3340797,nm3340797
tt1907759,"nm4197560,nm4427036",\N
tt1907761,nm1244760,nm1244760
tt1907762,nm2331906,"nm2331906,nm2579053,nm2105062"
tt1907768,nm4428567,nm4428567
tt1907779,nm2108205,"nm2108205,nm1951398,nm1261331"
tt1907787,nm3887602,"nm4428561,nm3887602,nm2358177"
tt1908455,nm4429908,nm4429908
tt1908462,nm1455193,nm1455193
tt1908463,nm2931512,"nm4429828,nm4429553,nm2931512"
tt1908471,nm0316795,nm0316795
tt1908480,nm1843267,\N
tt1908486,nm0825139,nm0825139
tt1908491,nm2508037,\N
tt1908504,nm1981653,nm1981653
tt1908509,nm4429370,nm4429370
tt1908514,nm4429579,nm4429579
tt1908517,nm1892876,nm1892876
tt1908551,"nm1406424,nm1406674,nm0413054","nm3946076,nm0413054,nm3102198"
tt1908558,nm0172862,"nm4162256,nm0172862,nm3240842,nm4429699"
tt1908587,nm1114894,nm2063117
tt1908594,"nm3870803,nm4429340","nm3870803,nm4429340,nm4429920"
tt1908604,nm1103119,\N
tt1909270,nm0002459,"nm0002459,nm1752997,nm0806687,nm3400240,nm0904349"
tt1909287,nm4430588,nm4430588
tt1909288,nm4430642,"nm4430642,nm4430371"
tt1909302,\N,nm3660599
tt1909319,nm4430721,"nm4430721,nm4603141"
tt1909333,nm3205229,nm3205229
tt1909357,"nm1892876,nm1891841",nm1892876
tt1909726,nm4432035,nm4432035
tt1909796,nm2210720,"nm3452285,nm1027089,nm0031407"
tt1909800,nm4431357,nm4431357
tt1909802,nm2853348,nm2853348
tt1909807,nm4097598,nm4097598
tt1909826,nm3691328,nm3691328
tt1909827,nm4432129,nm4432129
tt1909830,nm1300128,nm2598018
tt1910496,nm4409181,"nm4433651,nm3147327"
tt1910498,nm1484928,nm1484928
tt1910522,nm3864559,nm3864559
tt1910536,nm3307305,"nm3307305,nm4308548"
tt1910608,nm1269216,nm1269216
tt1910670,nm3248760,nm3248760
tt1911532,"nm4434667,nm3900488",nm4434667
tt1911534,nm4434534,"nm4434534,nm5188132,nm4434511"
tt1911553,nm0169300,"nm0169300,nm0206797"
tt1911600,nm1319671,"nm1319671,nm1145589"
tt1911605,"nm4434916,nm4434562",\N
tt1911606,nm0700872,nm0700872
tt1911607,nm0644283,"nm0006963,nm0644283,nm4833707"
tt1911615,nm1288038,"nm6403604,nm1367995"
tt1911620,nm3623771,nm3623771
tt1911644,nm0026442,"nm0006902,nm5460828,nm0092578"
tt1911658,"nm0201509,nm0971239","nm1685000,nm1595526,nm1725022,nm0774786,nm2523794"
tt1911662,nm4320125,nm4320125
tt1911668,nm1480217,nm1480217
tt1912357,nm1434000,nm1434000
tt1912398,nm0001281,nm0001281
tt1912401,nm4188361,nm4188361
tt1912421,nm0128294,nm0128294
tt1912483,nm4436350,"nm1879189,nm3751278,nm4436350,nm1106372"
tt1912511,nm1109353,"nm2320029,nm1109353,nm2980094"
tt1912518,nm0586482,"nm0586482,nm0596208,nm1436795,nm0659368"
tt1912530,nm0102196,\N
tt1912532,nm1633430,\N
tt1912982,nm1043587,"nm3115672,nm4437081"
tt1912993,nm1846132,"nm2528451,nm0651692,nm1846132"
tt1913002,nm1825141,"nm1825141,nm4436771"
tt1913003,"nm2300866,nm4457934,nm7388698","nm4457934,nm7388698,nm2300866"
tt1913019,nm1802229,nm4261868
tt1913022,nm2542263,nm2542263
tt1913024,nm1592577,nm1592577
tt1913030,nm4436775,nm4436775
tt1913036,nm1231678,"nm1231678,nm1377658"
tt1913042,nm2676535,nm2676535
tt1913051,nm3711309,nm3711309
tt1913060,nm0508212,"nm6614073,nm0508212"
tt1913080,nm1180848,"nm1180848,nm4436912,nm4436928,nm4437409"
tt1913106,nm2115780,nm2115780
tt1913136,nm4436892,\N
tt1913140,nm1166438,\N
tt1913145,nm0002975,\N
tt1913166,nm0007439,"nm0007439,nm0521739"
tt1913172,nm0423428,nm0423428
tt1913178,nm1237224,"nm1237224,nm1344786,nm1656923"
tt1914189,nm1160072,nm1160072
tt1914220,nm3812066,nm3812066
tt1914281,nm0412824,"nm2389756,nm1221015"
tt1914320,nm4438993,nm4438993
tt1914325,nm3786167,"nm3786167,nm0776802"
tt1914331,"nm4438459,nm4438470,nm4438742",\N
tt1914337,nm1848013,"nm2160609,nm0054005,nm1848013"
tt1914384,nm0992629,nm0992629
tt1915533,nm3513907,nm3513907
tt1915534,"nm0480215,nm1770750",\N
tt1915545,nm0463040,"nm3640199,nm0463040,nm3607087"
tt1915550,"nm1420990,nm0835727","nm1420990,nm0835727"
tt1915551,nm4439945,nm4439945
tt1915563,nm1066739,\N
tt1915568,"nm3451590,nm3452015","nm3452015,nm3451590"
tt1915570,nm3495514,\N
tt1915581,nm0001752,nm1730221
tt1916670,nm1094895,\N
tt1916676,nm2805568,nm2379935
tt1916692,nm0671752,nm0737405
tt1916698,"nm4440949,nm4383408","nm4383408,nm4440949"
tt1916708,nm3973064,"nm4072841,nm3973064"
tt1916719,nm2783345,nm2783345
tt1916728,"nm1356032,nm1354763","nm1354763,nm1356032,nm3305275,nm3870757,nm0759785,nm4441122"
tt1916735,nm0329640,"nm0329640,nm3217267,nm1259463,nm0544913"
tt1916748,"nm4440629,nm4440809",nm4440629
tt1916749,nm3543074,"nm3543074,nm0321621"
tt1916763,nm3582097,nm3582097
tt1916766,nm0431954,nm0431954
tt1918638,nm1264094,nm4607291
tt1918639,nm3629216,\N
tt1918641,nm4451169,"nm4451169,nm4452595"
tt1918650,"nm4601185,nm4601569",nm1185342
tt1918668,"nm4101837,nm4606870",nm4101837
tt1918669,nm3421122,nm3421122
tt1918727,nm1218697,nm1218697
tt1918734,nm1585860,"nm3346000,nm1970644,nm1585860,nm7103116"
tt1918756,nm4540850,\N
tt1918763,nm1965188,nm1965188
tt1918767,nm2519127,"nm2347164,nm2519127"
tt1918769,nm4598241,\N
tt1918782,nm3498574,nm0175736
tt1918789,nm0555441,"nm0555441,nm0801424"
tt1918796,nm4604719,nm4604719
tt1918806,"nm1463759,nm1767139","nm4450152,nm4606353,nm1463759,nm1767139,nm2128956"
tt1918836,nm0699802,\N
tt1918838,"nm1583105,nm0404886,nm0276553",\N
tt1918855,nm1698637,nm1698637
tt1918879,nm0926911,\N
tt1918886,nm1145655,nm1145655
tt1918887,nm4598503,nm1437907
tt1918889,nm1457820,nm4877510
tt1918892,"nm3939486,nm1680261","nm3939486,nm1680261"
tt1918900,nm3691112,\N
tt1918908,nm0916675,nm0916675
tt1918910,nm0200498,"nm0200498,nm4961064,nm4961408"
tt1918911,nm0500988,"nm0500988,nm4085941"
tt1918921,nm0672704,nm0672704
tt1918924,nm0347957,"nm0347957,nm1201002"
tt1918927,nm4446096,"nm3814301,nm2730141,nm1543878,nm1376654,nm4598819,nm4449370"
tt1918942,nm2205355,nm2205355
tt1918965,nm1887138,"nm0080315,nm2756464"
tt1918969,nm0411259,"nm4465031,nm0411259,nm7711956"
tt1918973,nm4603584,\N
tt1918984,nm1671974,"nm4455170,nm2347863"
tt1918987,nm3532398,"nm3532398,nm3648297,nm4608401"
tt1919017,nm0790250,"nm3409359,nm0790250"
tt1919035,nm3944340,nm1098947
tt1919062,nm4608502,\N
tt1919067,nm3526914,"nm3527394,nm3526914"
tt1919085,nm4442014,"nm4442014,nm4604478,nm4469852,nm4442051"
tt1919090,nm1161979,nm0818889
tt1919137,nm1283651,"nm7649030,nm1283651"
tt1919154,nm4470246,nm4470246
tt1919174,nm0051206,nm0051206
tt1919183,nm3410790,"nm3410790,nm4381770"
tt1919184,nm0879513,"nm0440256,nm1403017"
tt1919207,nm0117929,"nm1397406,nm0973270,nm3227494"
tt1920829,nm4443532,nm4443532
tt1920835,nm2345425,\N
tt1920846,nm1940674,"nm3042716,nm4442995,nm1940674"
tt1920849,nm2853516,nm2853516
tt1920860,nm1218863,nm3117093
tt1920861,nm0639021,"nm0353392,nm1856961"
tt1920862,nm1297139,nm1375739
tt1920865,nm2368408,nm2368408
tt1920871,nm4443416,"nm4443685,nm4444020,nm4443416"
tt1920885,"nm4443317,nm8082506","nm0160935,nm4443317"
tt1920910,nm1385225,nm1385225
tt1920913,nm0796119,"nm5162872,nm0796119"
tt1920916,nm1548810,\N
tt1920925,nm1424708,nm1424708
tt1920928,nm0862504,nm0862504
tt1920932,nm4442994,nm4442994
tt1920939,nm2150730,"nm3029810,nm1957780"
tt1920944,nm2310410,\N
tt1920945,"nm2443600,nm2441296","nm4444157,nm4443983"
tt1920954,nm3116036,"nm3116036,nm1992977"
tt1920956,nm2651069,"nm2854099,nm2651069"
tt1920959,nm1934813,nm4444192
tt1920969,nm3998626,nm3998626
tt1920976,nm1164552,"nm1164552,nm0755872"
tt1920980,nm1101275,nm1101275
tt1920984,nm0268999,"nm0268999,nm1878805,nm1600080"
tt1920986,nm0092555,nm0092555
tt1920996,nm2623790,"nm2623790,nm1892711"
tt1920997,nm4003702,nm5341433
tt1920999,nm3662681,nm3662681
tt1921006,nm4261302,nm4261302
tt1921018,nm2944301,"nm3927491,nm2944301"
tt1921019,nm4444213,nm4443118
tt1921022,nm3265437,nm3265437
tt1921027,nm10623864,\N
tt1921040,"nm4444066,nm4443613",nm4443613
tt1921043,nm0578080,"nm0578080,nm2834487"
tt1921045,nm1425223,"nm1425223,nm4443259"
tt1921048,nm2132763,nm2132763
tt1921061,nm2382963,nm2382963
tt1921062,nm0793235,nm0793235
tt1921064,nm0027271,"nm0060760,nm0060761,nm3467335"
tt1921068,nm1594248,nm1594248
tt1921070,nm1060986,nm0713852
tt1921071,nm4824810,nm4824810
tt1921072,nm1921610,nm1921610
tt1921073,"nm4319122,nm4201559","nm4319122,nm3591033,nm4201559,nm4443879"
tt1921078,nm1366327,"nm2118613,nm0702600"
tt1921092,nm1354971,"nm4442964,nm4443832,nm1354971,nm4444385,nm4444223,nm4443914,nm4444426,nm4443283,nm4443089"
tt1921110,nm3649107,nm3649107
tt1921111,nm0045873,"nm3083260,nm0045873,nm4443178"
tt1921113,nm4358233,nm4358233
tt1921117,"nm4444273,nm4443629","nm4443629,nm4444273"
tt1921119,"nm2331643,nm2328765",nm2328765
tt1921129,nm0631315,nm0631315
tt1921130,"nm0822951,nm2822843","nm4444070,nm0822951"
tt1921143,nm3555152,nm3555152
tt1921149,"nm1595836,nm0197636","nm4443217,nm1806027,nm0193485"
tt1921151,nm2056034,"nm2056034,nm0771144"
tt1921152,nm3973506,"nm3973506,nm1944019"
tt1921157,"nm3243529,nm0138444,nm3828120",nm3243529
tt1921162,nm0102629,nm1144754
